Ticker,Action,Confidence,RSI,EMA,MACD,OBV,ADX,ATR%,Vol_Ratio,Sentiment,Hist_Strength,SPY_Corr,Close,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
,,,,,,,,,,,,,,Date
